LakID,GLWD_ID,LAKE_NAME,COUNTRY,CONTINENT,LONG_DEG,LAT_DEG,X_CORRECTE,Y_CORRECTE,X_coord_au,Y_coord_au,ZZ_note_lo,GloFAS_sta,LisfloodX3,LisfloodY3,remap_com
432,1470,Guajaro,Colombia,South America,-75.03,10.52,-75.05,10.55,-75.05,10.55,"cat2, close to sea",,-75.175,10.275,correct position
433,1519,Derg,Ireland,Europe,-8.33,52.93,-8.45,52.85,-8.45,52.85,,,-8.475,52.825,remapped
434,1526,Erne,United Kingdom,Europe,-7.69,54.42,-7.95,54.45,-7.75,54.45,"close to sea, but some towns downsteam, cat2",,-7.925,54.475,remapped
435,1537,Victoria,Australia,Australia,141.3,-34.02,141.25,-34.05,141.25,-33.95,"cat2, dry area, small upstream",,141.275,-34.075,remapped
436,1583,Calafquem,Chile,South America,-72.15,-39.53,-72.15,-39.55,-72.05,-39.55,"cat2, close to sea, not populated",,-72.175,-39.575,remapped
437,1588,,Russia,Europe,38.24,62.06,38.25,62.05,38.25,62.05,,G0095,38.375,62.075,remapped
438,1622,,Finland,Europe,24.14,61.35,24.15,61.35,24.15,61.35,"cat2, goes straight to river",,24.075,61.275,remapped
439,1632,,Russia,Europe,28.15,59.28,28.15,59.35,28.15,59.25,,,28.175,59.325,remapped
440,1634,Ranguipulli,Chile,South America,-72.22,-39.73,-72.15,-39.85,-72.25,-39.65,"cat2, close to sea, not populated",,-72.125,-39.825,remapped
441,1645,Laj,Chile,South America,-71.31,-37.34,-71.35,-37.35,-71.35,-37.35,,,-71.325,-37.375,remapped
442,1650,Oro,Mali,Africa,-3.88,16.22,-3.85,16.15,-3.85,16.25,"cat2, not sure if lake fedds river or oposite",G0968,-3.825,16.175,remapped
443,1660,,Finland,Europe,28.06,63.32,28.15,63.25,28.15,63.25,"cat2, many lakes around",,28.225,63.225,remapped
444,1669,,Brazil,South America,-61.54,-3.5,-61.45,-3.55,-61.65,-3.55,,,-61.475,-3.525,remapped
445,1679,Ekoln,Sweden,Europe,17.65,59.64,17.65,59.55,17.65,59.75,,,17.675,59.625,remapped
446,1694,Ree,Ireland,Europe,-7.99,53.56,-7.95,53.45,-8.05,53.65,,,-7.975,53.475,remapped
447,1718,Virihaure,Sweden,Europe,16.55,67.37,16.75,67.45,16.55,67.35,"cat2, big reservoir downstream",,16.525,67.425,remapped
448,1733,Kitangiri,Tanzania,Africa,34.3,-4.09,34.35,-4.05,34.35,-4.05,,,34.375,-4.025,remapped
449,1772,,Russia,Europe,34.47,55.98,34.55,56.15,34.35,55.85,"cat2, not natural",,34.525,56.125,remapped
450,1774,Kabele,Zaire,Africa,25.97,-8.94,25.95,-8.95,25.95,-8.95,"not on main river, but somehow connected, cat2",,26.025,-8.925,remapped
451,1788,,Finland,Europe,27.9,64.2,28.05,64.15,28.05,64.15,"cat2, big reservoir downsteam",,27.875,64.225,remapped
452,1800,,Argentina,South America,-58.14,-28.71,-58.25,-28.75,-58.15,-28.75,"once it was one big lake, instead of 3?",,-58.225,-28.725,remapped
453,1663,Chengdong,,,116.36,32.27,116.45,32.35,0,0,,,116.425,32.375,remapped
454,1904,Semajang+Melintang,,Asia,0,0,116.55,-0.25,-0.25,116.5,"added manually, combined with lake upstream",,116.475,-0.225,remapped
455,1781,Lucerne,,,0,0,8.35,47.05,0,0,,,8.325,47.075,remapped
456,2152,Oyeren,Norway,,0,0,11.15,59.85,0,0,,G0170,11.225,59.675,remapped
457,1801,Kabwe,,,0,0,25.95,-9.25,0,0,"not on main river, but somehow connected, cat2",,26.025,-9.125,remapped - not on main channel - see notes
458,1701,Iro,,,0,0,19.35,10.05,0,0,"cat2, not on main river",,19.375,10.075,remapped
459,2707,Beechy Lake_probably,,,0,0,-106.35,65.25,0,0,smaller than 100km2 but station below,G0068,-106.375,65.225,remapped
460,,Wapata,,,0,0,-105.65,58.85,0,0,"not in GLWD but there is a lake in google maps and there is GloFAS station downstream of this lake, area/reported inflow approximated",,-105.775,58.875,remapped
461,1231,,,,0,0,-97.55,58.85,0,0,"added manually,on main river",,-97.625,58.825,remapped - Shethanei Lake Canada
462,2801,,,,0,0,-98.45,57.95,0,0,"added manually,<100km2 but station below",,-98.425,58.025,remapped - Chipewyan Lake Canada
463,3,Victoria,Tanzania,Africa,33.23,-1.3,33.175,0.425,,,,,33.175,0.425,
